dataset,split,configuration,seed,sample_id,label,probability
biosnap,random,full,62,4322,1,0.9999977350234985
biosnap,random,full,62,4323,0,4.584421162689978e-07
biosnap,random,full,62,4324,1,0.9999995231628418
biosnap,random,full,62,4325,0,0.9967249035835266
biosnap,random,full,62,4326,0,0.8588176369667053
biosnap,random,full,62,4327,0,0.14520156383514404
biosnap,random,full,62,4328,1,0.8346917033195496
biosnap,random,full,62,4329,0,3.399658453417942e-06
biosnap,random,full,62,4330,1,0.9982506632804871
biosnap,random,full,62,4331,1,0.9998478889465332
biosnap,random,full,62,4332,0,0.008169354870915413
biosnap,random,full,62,4333,1,0.03545573353767395
biosnap,random,full,62,4334,1,0.9993054866790771
biosnap,random,full,62,4335,1,0.9999995231628418
biosnap,random,full,62,4336,0,8.193377288989723e-05
biosnap,random,full,62,4337,1,0.9999973773956299
biosnap,random,full,62,4338,0,2.3629401766811498e-05
biosnap,random,full,62,4339,1,0.44727039337158203
biosnap,random,full,62,4340,0,5.66367771170917e-06
biosnap,random,full,62,4341,1,0.9999868869781494
biosnap,random,full,62,4342,0,0.029068170115351677
biosnap,random,full,62,4343,0,0.7893335223197937
biosnap,random,full,62,4344,0,9.02271676750388e-06
biosnap,random,full,62,4345,0,0.00033519574208185077
biosnap,random,full,62,4346,0,2.8299473342485726e-05
biosnap,random,full,62,4347,1,0.6039705276489258
biosnap,random,full,62,4348,1,0.9991757273674011
biosnap,random,full,62,4349,0,0.007653997745364904
biosnap,random,full,62,4350,1,0.99998939037323
biosnap,random,full,62,4351,0,0.5131667256355286
biosnap,random,full,62,4352,0,0.9999759197235107
biosnap,random,full,62,4353,1,0.9999157190322876
biosnap,random,full,62,4354,0,0.0037572605069726706
biosnap,random,full,62,4355,1,0.9995366334915161
biosnap,random,full,62,4356,1,0.9999994039535522
biosnap,random,full,62,4357,1,0.9833279848098755
biosnap,random,full,62,4358,1,0.7831277847290039
biosnap,random,full,62,4359,0,1.4218469914339948e-05
biosnap,random,full,62,4360,0,0.016116108745336533
biosnap,random,full,62,4361,0,0.002096348674967885
biosnap,random,full,62,4362,0,2.6004729079431854e-05
biosnap,random,full,62,4363,1,6.315501650533406e-06
biosnap,random,full,62,4364,1,0.9999991655349731
biosnap,random,full,62,4365,1,0.9982460737228394
biosnap,random,full,62,4366,1,0.9912068247795105
biosnap,random,full,62,4367,0,0.07705773413181305
biosnap,random,full,62,4368,1,0.15549474954605103
biosnap,random,full,62,4369,1,0.9998136162757874
biosnap,random,full,62,4370,1,0.993949294090271
biosnap,random,full,62,4371,1,0.9973235726356506
biosnap,random,full,62,4372,0,0.2706661522388458
biosnap,random,full,62,4373,1,0.984207808971405
biosnap,random,full,62,4374,1,0.9756411910057068
biosnap,random,full,62,4375,0,0.000618619960732758
biosnap,random,full,62,4376,1,0.012211807072162628
biosnap,random,full,62,4377,0,0.00247568660415709
biosnap,random,full,62,4378,1,0.999830961227417
biosnap,random,full,62,4379,0,0.3693850636482239
biosnap,random,full,62,4380,0,0.012767016887664795
biosnap,random,full,62,4381,1,0.99439537525177
biosnap,random,full,62,4382,0,0.9264031052589417
biosnap,random,full,62,4383,0,0.9108591079711914
biosnap,random,full,62,4384,1,0.9999994039535522
biosnap,random,full,62,4385,0,2.2346023342834087e-06
biosnap,random,full,62,4386,0,0.12133488804101944
biosnap,random,full,62,4387,1,0.9991154074668884
biosnap,random,full,62,4388,0,7.245105848596722e-07
biosnap,random,full,62,4389,0,1.1540575542312581e-05
biosnap,random,full,62,4390,0,0.017940912395715714
biosnap,random,full,62,4391,0,0.9991101622581482
biosnap,random,full,62,4392,0,0.010570877231657505
biosnap,random,full,62,4393,1,0.9858673214912415
biosnap,random,full,62,4394,0,0.00013474187289830297
biosnap,random,full,62,4395,0,0.9967516660690308
biosnap,random,full,62,4396,0,0.04859825223684311
biosnap,random,full,62,4397,0,9.038304597197566e-06
biosnap,random,full,62,4398,1,0.9999994039535522
biosnap,random,full,62,4399,0,3.059698769902752e-07
biosnap,random,full,62,4400,0,0.02939443662762642
biosnap,random,full,62,4401,1,0.9999979734420776
biosnap,random,full,62,4402,1,0.9998990297317505
biosnap,random,full,62,4403,1,0.9999550580978394
biosnap,random,full,62,4404,1,0.08994559943675995
biosnap,random,full,62,4405,0,4.487352634896524e-05
biosnap,random,full,62,4406,1,0.9991955161094666
biosnap,random,full,62,4407,1,0.9531046152114868
biosnap,random,full,62,4408,1,0.1759411096572876
biosnap,random,full,62,4409,0,0.05801426246762276
biosnap,random,full,62,4410,0,0.9404287934303284
biosnap,random,full,62,4411,0,0.9174162149429321
biosnap,random,full,62,4412,1,0.9747719764709473
biosnap,random,full,62,4413,0,0.00018927799828816205
biosnap,random,full,62,4414,1,0.999966025352478
biosnap,random,full,62,4415,1,0.9994496703147888
biosnap,random,full,62,4416,1,0.9999712705612183
biosnap,random,full,62,4417,0,2.229245910712052e-05
biosnap,random,full,62,4418,1,0.9973588585853577
biosnap,random,full,62,4419,1,0.9999998807907104
biosnap,random,full,62,4420,1,0.8704520463943481
biosnap,random,full,62,4421,1,0.9996706247329712
biosnap,random,full,62,4422,0,0.9997872710227966
biosnap,random,full,62,4423,0,9.735847015690524e-06
biosnap,random,full,62,4424,0,8.156076369836285e-10
biosnap,random,full,62,4425,1,0.15382537245750427
biosnap,random,full,62,4426,0,0.0006750620086677372
biosnap,random,full,62,4427,1,0.8067168593406677
biosnap,random,full,62,4428,1,0.9999992847442627
biosnap,random,full,62,4429,0,0.03044562228024006
biosnap,random,full,62,4430,0,6.865580508019775e-05
biosnap,random,full,62,4431,0,4.8503306970815174e-06
biosnap,random,full,62,4432,1,0.000656386255286634
biosnap,random,full,62,4433,0,1.2588725439854898e-06
biosnap,random,full,62,4434,1,0.9999927282333374
biosnap,random,full,62,4435,0,3.405306051718071e-05
biosnap,random,full,62,4436,1,0.9717091917991638
biosnap,random,full,62,4437,1,0.9999486207962036
biosnap,random,full,62,4438,1,0.9814276695251465
biosnap,random,full,62,4439,1,0.9732273817062378
biosnap,random,full,62,4440,0,0.0002212893305113539
biosnap,random,full,62,4441,0,0.00016980485816020519
biosnap,random,full,62,4442,1,0.9999997615814209
biosnap,random,full,62,4443,1,0.9998007416725159
biosnap,random,full,62,4444,1,0.9999998807907104
biosnap,random,full,62,4445,1,0.9997507929801941
biosnap,random,full,62,4446,1,0.9998992681503296
biosnap,random,full,62,4447,1,0.01686781458556652
biosnap,random,full,62,4448,1,0.9999997615814209
biosnap,random,full,62,4449,1,0.9998131394386292
biosnap,random,full,62,4450,1,0.9937857389450073
biosnap,random,full,62,4451,0,0.0002705957449506968
biosnap,random,full,62,4452,0,1.3542835404223297e-06
biosnap,random,full,62,4453,0,0.0003023982571903616
biosnap,random,full,62,4454,0,0.02188543789088726
biosnap,random,full,62,4455,0,7.827128456483479e-07
biosnap,random,full,62,4456,1,0.9999856948852539
biosnap,random,full,62,4457,0,6.0048565501347184e-05
biosnap,random,full,62,4458,0,0.00010934433521470055
biosnap,random,full,62,4459,1,0.9992499947547913
biosnap,random,full,62,4460,1,0.9993353486061096
biosnap,random,full,62,4461,1,1.0
biosnap,random,full,62,4462,0,0.00011334165174048394
biosnap,random,full,62,4463,0,1.0069190636841086e-07
biosnap,random,full,62,4464,0,0.5037224888801575
biosnap,random,full,62,4465,0,0.01505949441343546
biosnap,random,full,62,4466,1,0.997860848903656
biosnap,random,full,62,4467,1,0.9999836683273315
biosnap,random,full,62,4468,1,0.9658709764480591
biosnap,random,full,62,4469,0,9.347717423224822e-06
biosnap,random,full,62,4470,1,0.9897086024284363
biosnap,random,full,62,4471,1,0.9999974966049194
biosnap,random,full,62,4472,1,0.7653650641441345
biosnap,random,full,62,4473,1,0.9999550580978394
biosnap,random,full,62,4474,1,0.7563581466674805
biosnap,random,full,62,4475,0,0.3648744821548462
biosnap,random,full,62,4476,0,0.024038193747401237
biosnap,random,full,62,4477,1,0.9999773502349854
biosnap,random,full,62,4478,1,0.9350308775901794
biosnap,random,full,62,4479,0,0.00015755654021631926
biosnap,random,full,62,4480,0,0.9993058443069458
biosnap,random,full,62,4481,0,1.6058357914516819e-06
biosnap,random,full,62,4482,1,0.9993029832839966
biosnap,random,full,62,4483,0,7.309616194106638e-05
biosnap,random,full,62,4484,0,0.0880827009677887
biosnap,random,full,62,4485,0,0.0012675081379711628
biosnap,random,full,62,4486,1,0.7569575309753418
biosnap,random,full,62,4487,0,0.9855679273605347
biosnap,random,full,62,4488,0,0.9505959153175354
biosnap,random,full,62,4489,1,0.9999650716781616
biosnap,random,full,62,4490,1,0.9995170831680298
biosnap,random,full,62,4491,0,0.00020783137006219476
biosnap,random,full,62,4492,1,0.0912671685218811
biosnap,random,full,62,4493,1,0.00017213457613252103
biosnap,random,full,62,4494,1,0.9993115663528442
biosnap,random,full,62,4495,1,0.7621496915817261
biosnap,random,full,62,4496,1,0.9999988079071045
biosnap,random,full,62,4497,0,0.002954584313556552
biosnap,random,full,62,4498,0,0.297092467546463
biosnap,random,full,62,4499,0,0.00013751255755778402
biosnap,random,full,62,4500,0,0.0003663207171484828
biosnap,random,full,62,4501,0,0.006480805110186338
biosnap,random,full,62,4502,0,1.6409629779445822e-06
biosnap,random,full,62,4503,0,0.001304555218666792
biosnap,random,full,62,4504,1,0.9550876021385193
biosnap,random,full,62,4505,0,0.00013582169776782393
biosnap,random,full,62,4506,0,0.42267492413520813
biosnap,random,full,62,4507,0,0.8470039963722229
biosnap,random,full,62,4508,0,0.8432322144508362
biosnap,random,full,62,4509,0,0.11825059354305267
biosnap,random,full,62,4510,1,0.9991936087608337
biosnap,random,full,62,4511,1,0.9999991655349731
biosnap,random,full,62,4512,1,0.9999728202819824
biosnap,random,full,62,4513,0,0.6803138852119446
biosnap,random,full,62,4514,1,0.9154112339019775
biosnap,random,full,62,4515,0,0.0002634816337376833
biosnap,random,full,62,4516,1,0.9999982118606567
biosnap,random,full,62,4517,0,0.00011345659731887281
biosnap,random,full,62,4518,0,0.00257998239248991
biosnap,random,full,62,4519,1,0.9996080994606018
biosnap,random,full,62,4520,1,0.9999982118606567
biosnap,random,full,62,4521,1,0.1959766298532486
biosnap,random,full,62,4522,0,0.5655323266983032
biosnap,random,full,62,4523,1,0.9999994039535522
biosnap,random,full,62,4524,1,0.8368386626243591
biosnap,random,full,62,4525,0,0.0018914182437583804
biosnap,random,full,62,4526,1,0.999962329864502
biosnap,random,full,62,4527,1,0.9998137354850769
biosnap,random,full,62,4528,0,0.0005008366424590349
biosnap,random,full,62,4529,1,0.9999872446060181
biosnap,random,full,62,4530,1,0.9097191691398621
biosnap,random,full,62,4531,0,0.0005262182094156742
biosnap,random,full,62,4532,0,0.2501746416091919
biosnap,random,full,62,4533,0,0.017821500077843666
biosnap,random,full,62,4534,0,6.981225396884838e-06
biosnap,random,full,62,4535,0,0.8200404644012451
biosnap,random,full,62,4536,0,0.0014441682724282146
biosnap,random,full,62,4537,1,0.9991876482963562
biosnap,random,full,62,4538,0,0.0015383068239316344
biosnap,random,full,62,4539,1,0.9998726844787598
biosnap,random,full,62,4540,1,0.07515695691108704
biosnap,random,full,62,4541,1,0.9998251795768738
biosnap,random,full,62,4542,1,3.923093754565343e-05
biosnap,random,full,62,4543,1,0.9999995231628418
biosnap,random,full,62,4544,0,0.011167120188474655
biosnap,random,full,62,4545,0,0.00989292562007904
biosnap,random,full,62,4546,0,0.9918909072875977
biosnap,random,full,62,4547,0,0.0009678417118266225
biosnap,random,full,62,4548,0,1.0817435395438224e-05
biosnap,random,full,62,4549,0,4.135996277909726e-05
biosnap,random,full,62,4550,0,0.006669487804174423
biosnap,random,full,62,4551,0,0.0061874547973275185
biosnap,random,full,62,4552,0,0.046071186661720276
biosnap,random,full,62,4553,1,0.9999644756317139
biosnap,random,full,62,4554,0,0.4624738097190857
biosnap,random,full,62,4555,0,2.097643300658092e-05
biosnap,random,full,62,4556,0,0.0001592024927958846
biosnap,random,full,62,4557,1,0.0878697857260704
biosnap,random,full,62,4558,0,2.3442034944309853e-05
biosnap,random,full,62,4559,1,0.9999850988388062
biosnap,random,full,62,4560,0,0.016212033107876778
biosnap,random,full,62,4561,0,1.452400738344295e-06
biosnap,random,full,62,4562,0,0.0066541763953864574
biosnap,random,full,62,4563,1,0.9995624423027039
biosnap,random,full,62,4564,0,0.6881869435310364
biosnap,random,full,62,4565,1,0.009035798721015453
biosnap,random,full,62,4566,0,0.04163080453872681
biosnap,random,full,62,4567,1,0.000870205694809556
biosnap,random,full,62,4568,1,0.9999985694885254
biosnap,random,full,62,4569,1,0.9299340844154358
biosnap,random,full,62,4570,0,0.07798213511705399
biosnap,random,full,62,4571,0,3.6268887924961746e-05
biosnap,random,full,62,4572,1,0.9990092515945435
biosnap,random,full,62,4573,1,0.9999279975891113
biosnap,random,full,62,4574,0,6.006615421938477e-06
biosnap,random,full,62,4575,0,0.02289305441081524
biosnap,random,full,62,4576,0,0.14128653705120087
biosnap,random,full,62,4577,1,0.1105276569724083
biosnap,random,full,62,4578,1,0.9999997615814209
biosnap,random,full,62,4579,0,0.00794249027967453
biosnap,random,full,62,4580,0,1.0891926649492234e-05
biosnap,random,full,62,4581,0,0.0011038108495995402
biosnap,random,full,62,4582,1,0.9999253749847412
biosnap,random,full,62,4583,0,0.0003921963507309556
biosnap,random,full,62,4584,0,3.6962317153665936e-06
biosnap,random,full,62,4585,0,0.003013656474649906
biosnap,random,full,62,4586,1,0.9999850988388062
biosnap,random,full,62,4587,0,0.000257541163591668
biosnap,random,full,62,4588,0,0.6902069449424744
biosnap,random,full,62,4589,1,0.418078750371933
biosnap,random,full,62,4590,1,0.9953755140304565
biosnap,random,full,62,4591,0,0.9991815686225891
biosnap,random,full,62,4592,0,0.004045352339744568
biosnap,random,full,62,4593,0,0.0011760840425267816
biosnap,random,full,62,4594,1,0.9999867677688599
biosnap,random,full,62,4595,1,0.9998010993003845
biosnap,random,full,62,4596,0,0.024554356932640076
biosnap,random,full,62,4597,1,0.002064157510176301
biosnap,random,full,62,4598,1,0.9983635544776917
biosnap,random,full,62,4599,0,3.6290919069870142e-06
biosnap,random,full,62,4600,0,0.023891009390354156
biosnap,random,full,62,4601,1,0.016994882375001907
biosnap,random,full,62,4602,1,0.9999994039535522
biosnap,random,full,62,4603,0,7.413917046505958e-06
biosnap,random,full,62,4604,0,2.606874204502674e-06
biosnap,random,full,62,4605,1,0.9999778270721436
biosnap,random,full,62,4606,1,0.871931791305542
biosnap,random,full,62,4607,0,0.0005005276761949062
biosnap,random,full,62,4608,0,0.0030761812813580036
biosnap,random,full,62,4609,0,0.9827539920806885
biosnap,random,full,62,4610,0,0.004834543913602829
biosnap,random,full,62,4611,0,2.817987706293934e-06
biosnap,random,full,62,4612,0,0.0002624674525577575
biosnap,random,full,62,4613,1,0.9999994039535522
biosnap,random,full,62,4614,1,0.9976471066474915
biosnap,random,full,62,4615,0,0.004184297751635313
biosnap,random,full,62,4616,1,0.9999734163284302
biosnap,random,full,62,4617,0,1.0736516564691101e-08
biosnap,random,full,62,4618,0,0.0030194104183465242
biosnap,random,full,62,4619,1,0.9999992847442627
biosnap,random,full,62,4620,0,1.1515645610415959e-06
biosnap,random,full,62,4621,1,0.9999997615814209
biosnap,random,full,62,4622,0,0.006120410747826099
biosnap,random,full,62,4623,0,0.0010292601073160768
biosnap,random,full,62,4624,1,0.913418710231781
biosnap,random,full,62,4625,1,0.9994381070137024
biosnap,random,full,62,4626,1,0.0023900920059531927
biosnap,random,full,62,4627,0,4.173862635070691e-06
biosnap,random,full,62,4628,1,0.9971641898155212
biosnap,random,full,62,4629,1,0.9999970197677612
biosnap,random,full,62,4630,1,0.9821178317070007
biosnap,random,full,62,4631,1,0.9999982118606567
biosnap,random,full,62,4632,0,6.504093562398339e-06
biosnap,random,full,62,4633,1,0.9937558174133301
biosnap,random,full,62,4634,0,0.00021773971093352884
biosnap,random,full,62,4635,0,0.004755441099405289
biosnap,random,full,62,4636,1,0.9653973579406738
biosnap,random,full,62,4637,0,0.0006203797529451549
biosnap,random,full,62,4638,1,0.9999990463256836
biosnap,random,full,62,4639,1,0.9961338043212891
biosnap,random,full,62,4640,1,0.6093651056289673
biosnap,random,full,62,4641,0,0.3540036380290985
biosnap,random,full,62,4642,0,3.339964393944683e-07
biosnap,random,full,62,4643,1,0.9999967813491821
biosnap,random,full,62,4644,0,0.06302984803915024
biosnap,random,full,62,4645,1,0.9998784065246582
biosnap,random,full,62,4646,1,0.8625316619873047
biosnap,random,full,62,4647,1,0.9998012185096741
biosnap,random,full,62,4648,0,0.00014278432354331017
biosnap,random,full,62,4649,1,0.7828630805015564
biosnap,random,full,62,4650,0,7.85658266977407e-05
biosnap,random,full,62,4651,0,0.031983789056539536
biosnap,random,full,62,4652,1,0.9998782873153687
biosnap,random,full,62,4653,1,0.9254183173179626
biosnap,random,full,62,4654,0,7.3467290349071845e-06
biosnap,random,full,62,4655,1,0.9927198886871338
biosnap,random,full,62,4656,1,0.28228700160980225
biosnap,random,full,62,4657,1,0.9999909400939941
biosnap,random,full,62,4658,1,0.9999139308929443
biosnap,random,full,62,4659,1,0.05072969198226929
biosnap,random,full,62,4660,1,0.998969554901123
biosnap,random,full,62,4661,0,7.101013034116477e-05
biosnap,random,full,62,4662,1,0.9999988079071045
biosnap,random,full,62,4663,0,0.0005248286761343479
biosnap,random,full,62,4664,0,2.637683564898907e-06
biosnap,random,full,62,4665,1,0.9886619448661804
biosnap,random,full,62,4666,1,0.9996121525764465
biosnap,random,full,62,4667,0,1.4659290172858164e-05
biosnap,random,full,62,4668,0,3.801329285124666e-06
biosnap,random,full,62,4669,0,5.044556132816069e-07
biosnap,random,full,62,4670,1,0.9998119473457336
biosnap,random,full,62,4671,1,0.999962329864502
biosnap,random,full,62,4672,0,0.0004825193900614977
biosnap,random,full,62,4673,0,0.0002864850976038724
biosnap,random,full,62,4674,1,0.9999961853027344
biosnap,random,full,62,4675,0,0.0010344672482460737
biosnap,random,full,62,4676,1,0.9995846152305603
biosnap,random,full,62,4677,0,2.6049283405882306e-06
biosnap,random,full,62,4678,1,0.9996860027313232
biosnap,random,full,62,4679,0,3.6684676160803065e-05
biosnap,random,full,62,4680,0,3.3015308872563764e-05
biosnap,random,full,62,4681,0,0.009728232398629189
biosnap,random,full,62,4682,1,0.9998828172683716
biosnap,random,full,62,4683,1,0.9999982118606567
biosnap,random,full,62,4684,1,0.9981487989425659
biosnap,random,full,62,4685,0,3.250244844821282e-05
biosnap,random,full,62,4686,0,9.29621080558718e-07
biosnap,random,full,62,4687,1,0.19965237379074097
biosnap,random,full,62,4688,1,0.9990819692611694
biosnap,random,full,62,4689,0,0.12471615523099899
biosnap,random,full,62,4690,1,0.00027016704552806914
biosnap,random,full,62,4691,0,0.1164020299911499
biosnap,random,full,62,4692,0,1.945192934726947e-06
biosnap,random,full,62,4693,0,0.9913852214813232
biosnap,random,full,62,4694,0,8.5496476458502e-06
biosnap,random,full,62,4695,0,0.0006001163856126368
biosnap,random,full,62,4696,0,0.0195939838886261
biosnap,random,full,62,4697,1,0.9998846054077148
biosnap,random,full,62,4698,1,0.9999977350234985
biosnap,random,full,62,4699,0,1.3235097640063032e-06
biosnap,random,full,62,4700,1,0.9999852180480957
biosnap,random,full,62,4701,1,0.9941365718841553
biosnap,random,full,62,4702,1,0.9999790191650391
biosnap,random,full,62,4703,0,0.00013674994988832623
biosnap,random,full,62,4704,1,0.24770903587341309
biosnap,random,full,62,4705,0,0.0002726334787439555
biosnap,random,full,62,4706,0,0.00041324281482957304
biosnap,random,full,62,4707,1,0.9998100399971008
biosnap,random,full,62,4708,0,0.023533815518021584
biosnap,random,full,62,4709,0,0.999996542930603
biosnap,random,full,62,4710,0,0.0007993855397216976
biosnap,random,full,62,4711,1,0.9992794394493103
biosnap,random,full,62,4712,1,0.006658540572971106
biosnap,random,full,62,4713,1,0.9999716281890869
biosnap,random,full,62,4714,1,0.9999978542327881
biosnap,random,full,62,4715,1,0.007193471305072308
biosnap,random,full,62,4716,0,0.0002074534131679684
biosnap,random,full,62,4717,0,0.28546732664108276
biosnap,random,full,62,4718,1,0.9999969005584717
biosnap,random,full,62,4719,1,0.9999262094497681
biosnap,random,full,62,4720,1,0.9997366070747375
biosnap,random,full,62,4721,1,0.15760892629623413
biosnap,random,full,62,4722,1,0.999884843826294
biosnap,random,full,62,4723,0,0.7288650274276733
biosnap,random,full,62,4724,1,0.9999822378158569
biosnap,random,full,62,4725,0,0.02547220140695572
biosnap,random,full,62,4726,1,0.9999595880508423
biosnap,random,full,62,4727,1,0.9999997615814209
biosnap,random,full,62,4728,1,0.9999949932098389
biosnap,random,full,62,4729,1,0.9998584985733032
biosnap,random,full,62,4730,1,0.9982434511184692
biosnap,random,full,62,4731,0,2.2838667064206675e-06
biosnap,random,full,62,4732,1,0.9999966621398926
biosnap,random,full,62,4733,1,0.9998658895492554
biosnap,random,full,62,4734,1,0.9985560774803162
biosnap,random,full,62,4735,1,0.9999992847442627
biosnap,random,full,62,4736,1,0.9993458390235901
biosnap,random,full,62,4737,0,0.04377546161413193
biosnap,random,full,62,4738,1,0.016568336635828018
biosnap,random,full,62,4739,0,0.4957890510559082
biosnap,random,full,62,4740,1,0.44492843747138977
biosnap,random,full,62,4741,1,0.0003953948034904897
biosnap,random,full,62,4742,0,0.0006276927306316793
biosnap,random,full,62,4743,0,3.4556096579763107e-06
biosnap,random,full,62,4744,0,5.017233206672245e-07
biosnap,random,full,62,4745,0,5.3224330258672126e-06
biosnap,random,full,62,4746,0,0.9423739910125732
biosnap,random,full,62,4747,1,0.02561335451900959
biosnap,random,full,62,4748,0,0.9975233674049377
biosnap,random,full,62,4749,1,0.9929492473602295
biosnap,random,full,62,4750,0,0.009918992407619953
biosnap,random,full,62,4751,1,0.9999992847442627
biosnap,random,full,62,4752,0,0.10313179343938828
biosnap,random,full,62,4753,0,0.12792131304740906
biosnap,random,full,62,4754,0,6.118392775533721e-05
biosnap,random,full,62,4755,1,0.047892168164253235
biosnap,random,full,62,4756,0,0.0001476523611927405
biosnap,random,full,62,4757,0,2.252813601444359e-06
biosnap,random,full,62,4758,0,0.00895087979733944
biosnap,random,full,62,4759,0,0.0002899003739003092
biosnap,random,full,62,4760,0,0.0001657169050304219
biosnap,random,full,62,4761,0,0.9986808896064758
biosnap,random,full,62,4762,0,1.8436702475810307e-07
biosnap,random,full,62,4763,0,0.9778745770454407
biosnap,random,full,62,4764,0,0.0011259831953793764
biosnap,random,full,62,4765,1,8.259247988462448e-05
biosnap,random,full,62,4766,0,7.914778166195902e-07
biosnap,random,full,62,4767,0,2.8344015845505055e-06
biosnap,random,full,62,4768,0,0.017021285369992256
biosnap,random,full,62,4769,0,0.0002938724937848747
biosnap,random,full,62,4770,0,0.0003969034878537059
biosnap,random,full,62,4771,0,8.113845251500607e-05
biosnap,random,full,62,4772,1,0.9999988079071045
biosnap,random,full,62,4773,0,0.7314316034317017
biosnap,random,full,62,4774,1,0.9997342228889465
biosnap,random,full,62,4775,1,0.9988886713981628
biosnap,random,full,62,4776,0,0.0036482498981058598
biosnap,random,full,62,4777,1,0.9803717732429504
biosnap,random,full,62,4778,0,0.00044420716585591435
biosnap,random,full,62,4779,0,9.2754771685577e-06
biosnap,random,full,62,4780,0,0.9999833106994629
biosnap,random,full,62,4781,0,0.9339163899421692
biosnap,random,full,62,4782,1,0.00012463305029086769
biosnap,random,full,62,4783,1,0.9950382113456726
biosnap,random,full,62,4784,0,1.3617312106362078e-05
biosnap,random,full,62,4785,0,9.843142834142782e-06
biosnap,random,full,62,4786,1,0.9999997615814209
biosnap,random,full,62,4787,0,0.00024528830545023084
biosnap,random,full,62,4788,0,2.1077417841297574e-05
biosnap,random,full,62,4789,1,0.9999920129776001
biosnap,random,full,62,4790,0,0.0008522348362021148
biosnap,random,full,62,4791,0,5.060821786173619e-05
biosnap,random,full,62,4792,1,0.9999752044677734
biosnap,random,full,62,4793,1,0.9661579132080078
biosnap,random,full,62,4794,1,0.9999982118606567
biosnap,random,full,62,4795,0,0.5822387933731079
biosnap,random,full,62,4796,1,0.9999804496765137
biosnap,random,full,62,4797,0,0.9658723473548889
biosnap,random,full,62,4798,0,0.000815579725895077
biosnap,random,full,62,4799,1,0.00023560125555377454
biosnap,random,full,62,4800,0,0.9003881216049194
biosnap,random,full,62,4801,0,7.714227763244708e-07
biosnap,random,full,62,4802,1,0.010257849469780922
biosnap,random,full,62,4803,0,1.0434004025228205e-06
biosnap,random,full,62,4804,1,0.9997856020927429
biosnap,random,full,62,4805,0,0.0002854618651326746
biosnap,random,full,62,4806,0,7.114606887625996e-06
biosnap,random,full,62,4807,0,0.000189687023521401
biosnap,random,full,62,4808,1,0.0003016829723492265
biosnap,random,full,62,4809,1,0.9998881816864014
biosnap,random,full,62,4810,1,0.999948263168335
biosnap,random,full,62,4811,1,1.0
biosnap,random,full,62,4812,1,0.010723728686571121
biosnap,random,full,62,4813,0,0.00018074177205562592
biosnap,random,full,62,4814,1,0.9998471736907959
biosnap,random,full,62,4815,1,0.0017950815381482244
biosnap,random,full,62,4816,0,7.615222784806974e-06
biosnap,random,full,62,4817,1,0.5028550028800964
biosnap,random,full,62,4818,0,0.02018825337290764
biosnap,random,full,62,4819,1,0.837345540523529
biosnap,random,full,62,4820,1,0.9996380805969238
biosnap,random,full,62,4821,0,0.9813848733901978
biosnap,random,full,62,4822,0,0.0005093013751320541
biosnap,random,full,62,4823,0,0.0006870829383842647
biosnap,random,full,62,4824,0,1.6786323612905107e-05
biosnap,random,full,62,4825,1,0.9085866212844849
biosnap,random,full,62,4826,1,0.9999932050704956
biosnap,random,full,62,4827,0,3.57275325768569e-06
biosnap,random,full,62,4828,1,7.083739183144644e-05
biosnap,random,full,62,4829,0,0.9999969005584717
biosnap,random,full,62,4830,0,0.929675281047821
biosnap,random,full,62,4831,0,0.002349202986806631
biosnap,random,full,62,4832,0,0.0002882910193875432
biosnap,random,full,62,4833,0,0.000538188440259546
biosnap,random,full,62,4834,1,0.7316856980323792
biosnap,random,full,62,4835,0,2.1750163796241395e-05
biosnap,random,full,62,4836,0,0.0025199446827173233
biosnap,random,full,62,4837,0,0.9790924787521362
biosnap,random,full,62,4838,0,1.130339683186321e-06
biosnap,random,full,62,4839,1,0.9999982118606567
biosnap,random,full,62,4840,0,0.0004549024743027985
biosnap,random,full,62,4841,0,5.036451966589084e-07
biosnap,random,full,62,4842,0,0.07954719662666321
biosnap,random,full,62,4843,0,0.12501730024814606
biosnap,random,full,62,4844,0,6.615817255806178e-06
biosnap,random,full,62,4845,1,0.9999963045120239
biosnap,random,full,62,4846,1,0.9506750106811523
biosnap,random,full,62,4847,1,0.999866247177124
biosnap,random,full,62,4848,1,0.9999984502792358
biosnap,random,full,62,4849,0,0.8213380575180054
biosnap,random,full,62,4850,1,0.8666536808013916
biosnap,random,full,62,4851,1,0.9998437166213989
biosnap,random,full,62,4852,0,0.9711560606956482
biosnap,random,full,62,4853,0,0.05114975944161415
biosnap,random,full,62,4854,1,0.46648937463760376
biosnap,random,full,62,4855,0,1.181569928121462e-06
biosnap,random,full,62,4856,0,0.0007414708961732686
biosnap,random,full,62,4857,1,0.9999986886978149
biosnap,random,full,62,4858,0,5.566042455029674e-05
biosnap,random,full,62,4859,1,0.9999315738677979
biosnap,random,full,62,4860,1,0.9849489331245422
biosnap,random,full,62,4861,1,0.8005828261375427
biosnap,random,full,62,4862,0,0.00014247994113247842
biosnap,random,full,62,4863,1,0.999713122844696
biosnap,random,full,62,4864,0,0.02176998369395733
biosnap,random,full,62,4865,1,0.9999994039535522
biosnap,random,full,62,4866,1,0.9999874830245972
biosnap,random,full,62,4867,1,0.032235004007816315
biosnap,random,full,62,4868,0,0.682987630367279
biosnap,random,full,62,4869,1,0.9998644590377808
